"Longitude(x)"	"Latitude(y)"	"Clytolaema_rubricauda"	"Heliodoxa_aurescens"	"Heliodoxa_branickii"	"Heliodoxa_gularis"	"Heliodoxa_imperatrix"	"Heliodoxa_jacula"	"Heliodoxa_leadbeateri"	"Heliodoxa_rubinoides"	"Heliodoxa_schreibersii"	"Heliodoxa_xanthogonys"	"Hylonympha_macrocerca"	"Sternoclyta_cyanopectus"
"4925"	-63.65	2.15	0	1	0	0	0	0	0	0	0	0	0	0
"4926"	-63.55	2.15	0	1	0	0	0	0	0	0	0	0	0	0
"4927"	-63.45	2.15	0	1	0	0	0	0	0	0	0	0	0	0
"4928"	-63.35	2.15	0	1	0	0	0	0	0	0	0	0	0	0
"4929"	-63.25	2.15	0	1	0	0	0	0	0	0	0	0	0	0
"4930"	-63.15	2.15	0	1	0	0	0	0	0	0	0	0	0	0
"4931"	-63.05	2.15	0	1	0	0	0	0	0	0	0	0	0	0
"4932"	-62.95	2.15	0	1	0	0	0	0	0	0	0	0	0	0
"4933"	-62.85	2.15	0	1	0	0	0	0	0	0	0	0	0	0
"4934"	-62.75	2.15	0	1	0	0	0	0	0	0	0	0	0	0
"4935"	-62.65	2.15	0	1	0	0	0	0	0	0	0	0	0	0
"4936"	-62.55	2.15	0	1	0	0	0	0	0	0	0	0	0	0
"4937"	-62.45	2.15	0	1	0	0	0	0	0	0	0	0	0	0
"4938"	-62.35	2.15	0	1	0	0	0	0	0	0	0	0	0	0
"4939"	-62.25	2.15	0	1	0	0	0	0	0	0	0	0	0	0
"4940"	-77.65	2.05	0	0	0	0	1	0	0	0	0	0	0	0
"4941"	-77.55	2.05	0	0	0	0	1	0	0	0	0	0	0	0
"4942"	-77.45	2.05	0	0	0	0	1	0	0	0	0	0	0	0
"4943"	-77.35	2.05	0	0	0	0	1	0	0	0	0	0	0	0
"4944"	-76.75	2.05	0	0	0	0	0	0	1	0	0	0	0	0
"4945"	-76.65	2.05	0	0	0	0	0	0	1	1	0	0	0	0
"4946"	-76.55	2.05	0	0	0	0	0	0	1	1	0	0	0	0
"4947"	-76.45	2.05	0	0	0	0	0	0	1	1	0	0	0	0
"4948"	-76.35	2.05	0	0	0	0	0	0	1	1	0	0	0	0
"4949"	-76.25	2.05	0	0	0	0	0	0	1	0	0	0	0	0
"4950"	-76.15	2.05	0	0	0	0	0	0	1	0	0	0	0	0
"4951"	-76.05	2.05	0	0	0	0	0	0	1	0	0	0	0	0
"4952"	-75.95	2.05	0	0	0	0	0	0	1	0	0	0	0	0
"4953"	-75.85	2.05	0	0	0	0	0	0	1	0	0	0	0	0
"4954"	-75.75	2.05	0	0	0	0	0	0	1	0	0	0	0	0
"4955"	-75.65	2.05	0	0	0	0	0	0	1	1	0	0	0	0
"4956"	-75.55	2.05	0	0	0	0	0	0	1	1	0	0	0	0
"4957"	-75.45	2.05	0	0	0	0	0	0	1	1	0	0	0	0
"4958"	-75.35	2.05	0	0	0	0	0	0	0	1	0	0	0	0
"4959"	-75.25	2.05	0	0	0	0	0	0	0	1	0	0	0	0
"4960"	-75.15	2.05	0	0	0	0	0	0	0	1	0	0	0	0
"4961"	-71.85	2.05	0	0	0	0	0	0	0	0	1	0	0	0
"4962"	-71.75	2.05	0	0	0	0	0	0	0	0	1	0	0	0
"4963"	-71.65	2.05	0	0	0	0	0	0	0	0	1	0	0	0
"4964"	-71.55	2.05	0	0	0	0	0	0	0	0	1	0	0	0
"4965"	-71.45	2.05	0	0	0	0	0	0	0	0	1	0	0	0
"4966"	-71.35	2.05	0	0	0	0	0	0	0	0	1	0	0	0
"4967"	-71.25	2.05	0	0	0	0	0	0	0	0	1	0	0	0
"4968"	-71.15	2.05	0	0	0	0	0	0	0	0	1	0	0	0
"4969"	-71.05	2.05	0	0	0	0	0	0	0	0	1	0	0	0
"4970"	-70.95	2.05	0	0	0	0	0	0	0	0	1	0	0	0
"4971"	-70.85	2.05	0	0	0	0	0	0	0	0	1	0	0	0
"4972"	-70.75	2.05	0	0	0	0	0	0	0	0	1	0	0	0
"4973"	-70.65	2.05	0	0	0	0	0	0	0	0	1	0	0	0
"4974"	-70.55	2.05	0	0	0	0	0	0	0	0	1	0	0	0
"4975"	-70.45	2.05	0	0	0	0	0	0	0	0	1	0	0	0
"4976"	-70.35	2.05	0	0	0	0	0	0	0	0	1	0	0	0
"4977"	-70.25	2.05	0	0	0	0	0	0	0	0	1	0	0	0
"4978"	-70.15	2.05	0	0	0	0	0	0	0	0	1	0	0	0
"4979"	-70.05	2.05	0	0	0	0	0	0	0	0	1	0	0	0
"4980"	-69.95	2.05	0	0	0	0	0	0	0	0	1	0	0	0
"4981"	-69.85	2.05	0	0	0	0	0	0	0	0	1	0	0	0
"4982"	-69.75	2.05	0	0	0	0	0	0	0	0	1	0	0	0
"4983"	-69.65	2.05	0	1	0	0	0	0	0	0	1	0	0	0
"4984"	-69.55	2.05	0	1	0	0	0	0	0	0	1	0	0	0
"4985"	-69.45	2.05	0	1	0	0	0	0	0	0	1	0	0	0
"4986"	-69.35	2.05	0	1	0	0	0	0	0	0	1	0	0	0
"4987"	-69.25	2.05	0	1	0	0	0	0	0	0	1	0	0	0
"4988"	-69.15	2.05	0	1	0	0	0	0	0	0	1	0	0	0
"4989"	-69.05	2.05	0	1	0	0	0	0	0	0	1	0	0	0
"4990"	-68.95	2.05	0	1	0	0	0	0	0	0	1	0	0	0
"4991"	-68.85	2.05	0	1	0	0	0	0	0	0	1	0	0	0
"4992"	-68.75	2.05	0	1	0	0	0	0	0	0	1	0	0	0
"4993"	-68.65	2.05	0	1	0	0	0	0	0	0	1	0	0	0
"4994"	-68.55	2.05	0	1	0	0	0	0	0	0	1	0	0	0
"4995"	-68.45	2.05	0	1	0	0	0	0	0	0	1	0	0	0
"4996"	-68.35	2.05	0	1	0	0	0	0	0	0	1	0	0	0
"4997"	-68.25	2.05	0	1	0	0	0	0	0	0	1	0	0	0
"4998"	-68.15	2.05	0	1	0	0	0	0	0	0	1	0	0	0
"4999"	-68.05	2.05	0	1	0	0	0	0	0	0	1	0	0	0
"5000"	-67.95	2.05	0	1	0	0	0	0	0	0	1	0	0	0
"5001"	-67.85	2.05	0	1	0	0	0	0	0	0	1	0	0	0
"5002"	-67.75	2.05	0	1	0	0	0	0	0	0	1	0	0	0
"5003"	-67.65	2.05	0	1	0	0	0	0	0	0	1	0	0	0
"5004"	-67.55	2.05	0	1	0	0	0	0	0	0	1	0	0	0
"5005"	-67.45	2.05	0	1	0	0	0	0	0	0	1	0	0	0
"5006"	-67.35	2.05	0	1	0	0	0	0	0	0	1	0	0	0
"5007"	-67.25	2.05	0	1	0	0	0	0	0	0	1	0	0	0
"5008"	-67.15	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5009"	-67.05	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5010"	-66.95	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5011"	-66.85	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5012"	-66.75	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5013"	-66.65	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5014"	-66.55	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5015"	-66.45	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5016"	-66.35	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5017"	-66.25	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5018"	-66.15	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5019"	-66.05	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5020"	-65.95	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5021"	-65.85	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5022"	-65.75	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5023"	-65.65	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5024"	-65.55	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5025"	-65.45	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5026"	-65.35	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5027"	-65.25	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5028"	-65.15	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5029"	-65.05	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5030"	-64.95	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5031"	-64.85	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5032"	-64.75	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5033"	-64.65	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5034"	-64.55	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5035"	-64.45	2.05	0	1	0	0	0	0	0	0	0	1	0	0
"5036"	-64.35	2.05	0	1	0	0	0	0	0	0	0	1	0	0
"5037"	-64.25	2.05	0	1	0	0	0	0	0	0	0	1	0	0
"5038"	-64.15	2.05	0	1	0	0	0	0	0	0	0	1	0	0
"5039"	-64.05	2.05	0	1	0	0	0	0	0	0	0	1	0	0
"5040"	-63.95	2.05	0	1	0	0	0	0	0	0	0	1	0	0
"5041"	-63.85	2.05	0	1	0	0	0	0	0	0	0	1	0	0
"5042"	-63.75	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5043"	-63.65	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5044"	-63.55	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5045"	-63.45	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5046"	-63.35	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5047"	-63.25	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5048"	-63.15	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5049"	-63.05	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5050"	-62.95	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5051"	-62.85	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5052"	-62.75	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5053"	-62.65	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5054"	-62.55	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5055"	-62.45	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5056"	-62.35	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5057"	-62.25	2.05	0	1	0	0	0	0	0	0	0	0	0	0
"5058"	-77.75	1.95	0	0	0	0	1	0	0	0	0	0	0	0
"5059"	-77.65	1.95	0	0	0	0	1	0	0	0	0	0	0	0
"5060"	-77.55	1.95	0	0	0	0	1	0	0	0	0	0	0	0
"5061"	-77.45	1.95	0	0	0	0	1	0	0	0	0	0	0	0
"5062"	-76.75	1.95	0	0	0	0	0	0	1	0	0	0	0	0
"5063"	-76.65	1.95	0	0	0	0	0	0	1	1	0	0	0	0
"5064"	-76.55	1.95	0	0	0	0	0	0	1	1	0	0	0	0
"5065"	-76.45	1.95	0	0	0	0	0	0	1	1	0	0	0	0
"5066"	-76.35	1.95	0	0	0	0	0	0	1	1	0	0	0	0
"5067"	-76.25	1.95	0	0	0	0	0	0	1	0	0	0	0	0
"5068"	-76.15	1.95	0	0	0	0	0	0	1	0	0	0	0	0
"5069"	-76.05	1.95	0	0	0	0	0	0	1	0	0	0	0	0
"5070"	-75.95	1.95	0	0	0	0	0	0	1	0	0	0	0	0
"5071"	-75.85	1.95	0	0	0	0	0	0	1	0	0	0	0	0
"5072"	-75.75	1.95	0	0	0	0	0	0	1	0	0	0	0	0
"5073"	-75.65	1.95	0	0	0	0	0	0	1	1	0	0	0	0
"5074"	-75.55	1.95	0	0	0	0	0	0	1	1	0	0	0	0
"5075"	-75.45	1.95	0	0	0	0	0	0	0	1	0	0	0	0
"5076"	-75.35	1.95	0	0	0	0	0	0	0	1	0	0	0	0
"5077"	-75.25	1.95	0	0	0	0	0	0	0	1	0	0	0	0
"5078"	-75.15	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5079"	-75.05	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5080"	-74.95	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5081"	-74.85	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5082"	-74.75	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5083"	-74.65	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5084"	-72.15	1.95	0	0	0	0	0	0	0	0	1	0	0	0
"5085"	-72.05	1.95	0	0	0	0	0	0	0	0	1	0	0	0
"5086"	-71.95	1.95	0	0	0	0	0	0	0	0	1	0	0	0
"5087"	-71.85	1.95	0	0	0	0	0	0	0	0	1	0	0	0
"5088"	-71.75	1.95	0	0	0	0	0	0	0	0	1	0	0	0
"5089"	-71.65	1.95	0	0	0	0	0	0	0	0	1	0	0	0
"5090"	-71.55	1.95	0	0	0	0	0	0	0	0	1	0	0	0
"5091"	-71.45	1.95	0	0	0	0	0	0	0	0	1	0	0	0
"5092"	-71.35	1.95	0	0	0	0	0	0	0	0	1	0	0	0
"5093"	-71.25	1.95	0	0	0	0	0	0	0	0	1	0	0	0
"5094"	-71.15	1.95	0	0	0	0	0	0	0	0	1	0	0	0
"5095"	-71.05	1.95	0	0	0	0	0	0	0	0	1	0	0	0
"5096"	-70.95	1.95	0	0	0	0	0	0	0	0	1	0	0	0
"5097"	-70.85	1.95	0	0	0	0	0	0	0	0	1	0	0	0
"5098"	-70.75	1.95	0	0	0	0	0	0	0	0	1	0	0	0
"5099"	-70.65	1.95	0	0	0	0	0	0	0	0	1	0	0	0
"5100"	-70.55	1.95	0	0	0	0	0	0	0	0	1	0	0	0
"5101"	-70.45	1.95	0	0	0	0	0	0	0	0	1	0	0	0
"5102"	-70.35	1.95	0	0	0	0	0	0	0	0	1	0	0	0
"5103"	-70.25	1.95	0	0	0	0	0	0	0	0	1	0	0	0
"5104"	-70.15	1.95	0	0	0	0	0	0	0	0	1	0	0	0
"5105"	-70.05	1.95	0	0	0	0	0	0	0	0	1	0	0	0
"5106"	-69.95	1.95	0	0	0	0	0	0	0	0	1	0	0	0
"5107"	-69.85	1.95	0	1	0	0	0	0	0	0	1	0	0	0
"5108"	-69.75	1.95	0	1	0	0	0	0	0	0	1	0	0	0
"5109"	-69.65	1.95	0	1	0	0	0	0	0	0	1	0	0	0
"5110"	-69.55	1.95	0	1	0	0	0	0	0	0	1	0	0	0
"5111"	-69.45	1.95	0	1	0	0	0	0	0	0	1	0	0	0
"5112"	-69.35	1.95	0	1	0	0	0	0	0	0	1	0	0	0
"5113"	-69.25	1.95	0	1	0	0	0	0	0	0	1	0	0	0
"5114"	-69.15	1.95	0	1	0	0	0	0	0	0	1	0	0	0
"5115"	-69.05	1.95	0	1	0	0	0	0	0	0	1	0	0	0
"5116"	-68.95	1.95	0	1	0	0	0	0	0	0	1	0	0	0
"5117"	-68.85	1.95	0	1	0	0	0	0	0	0	1	0	0	0
"5118"	-68.75	1.95	0	1	0	0	0	0	0	0	1	0	0	0
"5119"	-68.65	1.95	0	1	0	0	0	0	0	0	1	0	0	0
"5120"	-68.55	1.95	0	1	0	0	0	0	0	0	1	0	0	0
"5121"	-68.45	1.95	0	1	0	0	0	0	0	0	1	0	0	0
"5122"	-68.35	1.95	0	1	0	0	0	0	0	0	1	0	0	0
"5123"	-68.25	1.95	0	1	0	0	0	0	0	0	1	0	0	0
"5124"	-68.15	1.95	0	1	0	0	0	0	0	0	1	0	0	0
"5125"	-68.05	1.95	0	1	0	0	0	0	0	0	1	0	0	0
"5126"	-67.95	1.95	0	1	0	0	0	0	0	0	1	0	0	0
"5127"	-67.85	1.95	0	1	0	0	0	0	0	0	1	0	0	0
"5128"	-67.75	1.95	0	1	0	0	0	0	0	0	1	0	0	0
"5129"	-67.65	1.95	0	1	0	0	0	0	0	0	1	0	0	0
"5130"	-67.55	1.95	0	1	0	0	0	0	0	0	1	0	0	0
"5131"	-67.45	1.95	0	1	0	0	0	0	0	0	1	0	0	0
"5132"	-67.35	1.95	0	1	0	0	0	0	0	0	1	0	0	0
"5133"	-67.25	1.95	0	1	0	0	0	0	0	0	1	0	0	0
"5134"	-67.15	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5135"	-67.05	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5136"	-66.95	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5137"	-66.85	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5138"	-66.75	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5139"	-66.65	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5140"	-66.55	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5141"	-66.45	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5142"	-66.35	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5143"	-66.25	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5144"	-66.15	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5145"	-66.05	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5146"	-65.95	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5147"	-65.85	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5148"	-65.75	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5149"	-65.65	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5150"	-65.55	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5151"	-65.45	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5152"	-65.35	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5153"	-65.25	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5154"	-65.15	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5155"	-65.05	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5156"	-64.95	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5157"	-64.85	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5158"	-64.75	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5159"	-64.65	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5160"	-64.55	1.95	0	1	0	0	0	0	0	0	0	1	0	0
"5161"	-64.45	1.95	0	1	0	0	0	0	0	0	0	1	0	0
"5162"	-64.35	1.95	0	1	0	0	0	0	0	0	0	1	0	0
"5163"	-64.25	1.95	0	1	0	0	0	0	0	0	0	1	0	0
"5164"	-64.15	1.95	0	1	0	0	0	0	0	0	0	1	0	0
"5165"	-64.05	1.95	0	1	0	0	0	0	0	0	0	1	0	0
"5166"	-63.95	1.95	0	1	0	0	0	0	0	0	0	1	0	0
"5167"	-63.85	1.95	0	1	0	0	0	0	0	0	0	1	0	0
"5168"	-63.75	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5169"	-63.65	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5170"	-63.55	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5171"	-63.45	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5172"	-63.35	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5173"	-63.25	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5174"	-63.15	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5175"	-63.05	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5176"	-62.95	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5177"	-62.85	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5178"	-62.75	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5179"	-62.65	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5180"	-62.55	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5181"	-62.45	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5182"	-62.35	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5183"	-62.25	1.95	0	1	0	0	0	0	0	0	0	0	0	0
"5184"	-77.75	1.85	0	0	0	0	1	0	0	0	0	0	0	0
"5185"	-77.65	1.85	0	0	0	0	1	0	0	0	0	0	0	0
"5186"	-77.55	1.85	0	0	0	0	1	0	0	0	0	0	0	0
"5187"	-76.85	1.85	0	0	0	0	0	0	1	0	0	0	0	0
"5188"	-76.75	1.85	0	0	0	0	0	0	1	0	0	0	0	0
"5189"	-76.65	1.85	0	0	0	0	0	0	1	1	0	0	0	0
"5190"	-76.55	1.85	0	0	0	0	0	0	1	1	0	0	0	0
"5191"	-76.45	1.85	0	0	0	0	0	0	1	1	0	0	0	0
"5192"	-76.35	1.85	0	0	0	0	0	0	1	1	0	0	0	0
"5193"	-76.25	1.85	0	0	0	0	0	0	1	1	0	0	0	0
"5194"	-76.15	1.85	0	0	0	0	0	0	1	0	0	0	0	0
"5195"	-76.05	1.85	0	0	0	0	0	0	1	0	0	0	0	0
"5196"	-75.95	1.85	0	0	0	0	0	0	1	0	0	0	0	0
"5197"	-75.85	1.85	0	0	0	0	0	0	1	1	0	0	0	0
"5198"	-75.75	1.85	0	0	0	0	0	0	1	1	0	0	0	0
"5199"	-75.65	1.85	0	0	0	0	0	0	1	1	0	0	0	0
"5200"	-75.55	1.85	0	0	0	0	0	0	0	1	0	0	0	0
"5201"	-75.45	1.85	0	1	0	0	0	0	0	1	0	0	0	0
"5202"	-75.35	1.85	0	1	0	0	0	0	0	1	0	0	0	0
"5203"	-75.25	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5204"	-75.15	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5205"	-75.05	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5206"	-74.95	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5207"	-74.85	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5208"	-74.75	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5209"	-74.65	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5210"	-74.55	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5211"	-74.45	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5212"	-74.35	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5213"	-72.35	1.85	0	0	0	0	0	0	0	0	1	0	0	0
"5214"	-72.25	1.85	0	0	0	0	0	0	0	0	1	0	0	0
"5215"	-72.15	1.85	0	0	0	0	0	0	0	0	1	0	0	0
"5216"	-72.05	1.85	0	0	0	0	0	0	0	0	1	0	0	0
"5217"	-71.95	1.85	0	0	0	0	0	0	0	0	1	0	0	0
"5218"	-71.85	1.85	0	0	0	0	0	0	0	0	1	0	0	0
"5219"	-71.75	1.85	0	0	0	0	0	0	0	0	1	0	0	0
"5220"	-71.65	1.85	0	0	0	0	0	0	0	0	1	0	0	0
"5221"	-71.55	1.85	0	0	0	0	0	0	0	0	1	0	0	0
"5222"	-71.45	1.85	0	0	0	0	0	0	0	0	1	0	0	0
"5223"	-71.35	1.85	0	0	0	0	0	0	0	0	1	0	0	0
"5224"	-71.25	1.85	0	0	0	0	0	0	0	0	1	0	0	0
"5225"	-71.15	1.85	0	0	0	0	0	0	0	0	1	0	0	0
"5226"	-71.05	1.85	0	0	0	0	0	0	0	0	1	0	0	0
"5227"	-70.95	1.85	0	0	0	0	0	0	0	0	1	0	0	0
"5228"	-70.85	1.85	0	0	0	0	0	0	0	0	1	0	0	0
"5229"	-70.75	1.85	0	0	0	0	0	0	0	0	1	0	0	0
"5230"	-70.65	1.85	0	0	0	0	0	0	0	0	1	0	0	0
"5231"	-70.55	1.85	0	0	0	0	0	0	0	0	1	0	0	0
"5232"	-70.45	1.85	0	0	0	0	0	0	0	0	1	0	0	0
"5233"	-70.35	1.85	0	0	0	0	0	0	0	0	1	0	0	0
"5234"	-70.25	1.85	0	0	0	0	0	0	0	0	1	0	0	0
"5235"	-70.15	1.85	0	0	0	0	0	0	0	0	1	0	0	0
"5236"	-70.05	1.85	0	1	0	0	0	0	0	0	1	0	0	0
"5237"	-69.95	1.85	0	1	0	0	0	0	0	0	1	0	0	0
"5238"	-69.85	1.85	0	1	0	0	0	0	0	0	1	0	0	0
"5239"	-69.75	1.85	0	1	0	0	0	0	0	0	1	0	0	0
"5240"	-69.65	1.85	0	1	0	0	0	0	0	0	1	0	0	0
"5241"	-69.55	1.85	0	1	0	0	0	0	0	0	1	0	0	0
"5242"	-69.45	1.85	0	1	0	0	0	0	0	0	1	0	0	0
"5243"	-69.35	1.85	0	1	0	0	0	0	0	0	1	0	0	0
"5244"	-69.25	1.85	0	1	0	0	0	0	0	0	1	0	0	0
"5245"	-69.15	1.85	0	1	0	0	0	0	0	0	1	0	0	0
"5246"	-69.05	1.85	0	1	0	0	0	0	0	0	1	0	0	0
"5247"	-68.95	1.85	0	1	0	0	0	0	0	0	1	0	0	0
"5248"	-68.85	1.85	0	1	0	0	0	0	0	0	1	0	0	0
"5249"	-68.75	1.85	0	1	0	0	0	0	0	0	1	0	0	0
"5250"	-68.65	1.85	0	1	0	0	0	0	0	0	1	0	0	0
"5251"	-68.55	1.85	0	1	0	0	0	0	0	0	1	0	0	0
"5252"	-68.45	1.85	0	1	0	0	0	0	0	0	1	0	0	0
"5253"	-68.35	1.85	0	1	0	0	0	0	0	0	1	0	0	0
"5254"	-68.25	1.85	0	1	0	0	0	0	0	0	1	0	0	0
"5255"	-68.15	1.85	0	1	0	0	0	0	0	0	1	0	0	0
"5256"	-68.05	1.85	0	1	0	0	0	0	0	0	1	0	0	0
"5257"	-67.95	1.85	0	1	0	0	0	0	0	0	1	0	0	0
"5258"	-67.85	1.85	0	1	0	0	0	0	0	0	1	0	0	0
"5259"	-67.75	1.85	0	1	0	0	0	0	0	0	1	0	0	0
"5260"	-67.65	1.85	0	1	0	0	0	0	0	0	1	0	0	0
"5261"	-67.55	1.85	0	1	0	0	0	0	0	0	1	0	0	0
"5262"	-67.45	1.85	0	1	0	0	0	0	0	0	1	0	0	0
"5263"	-67.35	1.85	0	1	0	0	0	0	0	0	1	0	0	0
"5264"	-67.25	1.85	0	1	0	0	0	0	0	0	1	0	0	0
"5265"	-67.15	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5266"	-67.05	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5267"	-66.95	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5268"	-66.85	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5269"	-66.75	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5270"	-66.65	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5271"	-66.55	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5272"	-66.45	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5273"	-66.35	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5274"	-66.25	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5275"	-66.15	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5276"	-66.05	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5277"	-65.95	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5278"	-65.85	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5279"	-65.75	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5280"	-65.65	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5281"	-65.55	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5282"	-65.45	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5283"	-65.35	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5284"	-65.25	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5285"	-65.15	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5286"	-65.05	1.85	0	1	0	0	0	0	0	0	0	0	0	0
"5287"	-64.95	1.85	0	1	0	0	0	0	0	0	0	0	0	0
