"Longitude(x)"	"Latitude(y)"	"Clytolaema_rubricauda"	"Heliodoxa_aurescens"	"Heliodoxa_branickii"	"Heliodoxa_gularis"	"Heliodoxa_imperatrix"	"Heliodoxa_jacula"	"Heliodoxa_leadbeateri"	"Heliodoxa_rubinoides"	"Heliodoxa_schreibersii"	"Heliodoxa_xanthogonys"	"Hylonympha_macrocerca"	"Sternoclyta_cyanopectus"
"24369"	-73.45	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24370"	-73.35	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24371"	-73.25	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24372"	-73.15	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24373"	-73.05	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24374"	-72.95	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24375"	-72.85	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24376"	-72.75	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24377"	-72.65	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24378"	-72.55	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24379"	-72.45	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24380"	-72.35	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24381"	-72.25	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24382"	-72.15	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24383"	-72.05	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24384"	-71.95	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24385"	-71.85	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24386"	-71.75	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24387"	-71.65	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24388"	-71.55	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24389"	-71.45	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24390"	-71.35	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24391"	-71.25	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24392"	-71.15	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24393"	-71.05	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24394"	-70.95	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24395"	-70.85	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24396"	-70.75	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24397"	-70.65	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24398"	-70.55	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24399"	-70.45	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24400"	-70.35	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24401"	-70.25	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24402"	-70.15	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24403"	-70.05	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24404"	-69.95	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24405"	-69.85	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24406"	-69.75	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24407"	-69.65	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24408"	-69.55	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24409"	-69.45	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24410"	-69.35	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24411"	-69.25	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24412"	-69.15	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24413"	-69.05	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24414"	-68.95	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24415"	-68.85	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24416"	-68.75	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24417"	-68.65	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24418"	-68.55	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24419"	-68.45	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24420"	-68.35	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24421"	-68.25	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24422"	-68.15	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24423"	-68.05	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24424"	-67.95	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24425"	-67.85	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24426"	-67.75	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24427"	-67.65	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24428"	-67.55	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24429"	-67.45	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24430"	-67.35	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24431"	-67.25	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24432"	-67.15	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24433"	-67.05	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24434"	-66.95	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24435"	-66.85	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24436"	-66.75	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24437"	-66.65	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24438"	-66.55	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24439"	-66.45	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24440"	-66.35	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24441"	-66.25	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24442"	-66.15	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24443"	-66.05	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24444"	-65.95	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24445"	-65.85	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24446"	-65.75	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24447"	-65.65	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24448"	-65.55	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24449"	-65.45	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24450"	-65.35	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24451"	-65.25	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24452"	-65.15	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24453"	-65.05	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24454"	-64.95	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24455"	-64.85	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24456"	-64.75	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24457"	-64.65	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24458"	-64.55	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24459"	-64.45	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24460"	-64.35	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24461"	-64.25	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24462"	-64.15	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24463"	-64.05	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24464"	-63.95	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24465"	-63.85	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24466"	-63.75	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24467"	-63.65	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24468"	-63.55	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24469"	-63.45	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24470"	-63.35	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24471"	-63.25	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24472"	-63.15	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24473"	-63.05	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24474"	-62.95	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24475"	-62.85	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24476"	-62.75	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24477"	-62.65	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24478"	-62.55	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24479"	-62.45	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24480"	-62.35	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24481"	-62.25	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24482"	-62.15	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24483"	-62.05	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24484"	-61.95	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24485"	-61.85	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24486"	-61.75	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24487"	-61.65	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24488"	-61.55	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24489"	-61.45	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24490"	-61.35	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24491"	-61.25	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24492"	-61.15	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24493"	-61.05	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24494"	-60.95	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24495"	-60.85	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24496"	-60.75	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24497"	-60.65	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24498"	-60.55	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24499"	-60.45	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24500"	-60.35	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24501"	-60.25	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24502"	-60.15	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24503"	-60.05	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24504"	-59.95	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24505"	-59.85	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24506"	-59.75	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24507"	-59.65	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24508"	-59.55	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24509"	-59.45	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24510"	-59.35	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24511"	-59.25	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24512"	-59.15	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24513"	-59.05	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24514"	-58.95	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24515"	-58.85	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24516"	-58.75	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24517"	-58.65	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24518"	-58.55	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24519"	-58.45	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24520"	-58.35	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24521"	-58.25	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24522"	-58.15	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24523"	-58.05	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24524"	-57.95	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24525"	-57.85	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24526"	-57.75	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24527"	-57.65	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24528"	-57.55	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24529"	-57.45	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24530"	-57.35	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24531"	-57.25	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24532"	-57.15	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24533"	-57.05	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24534"	-56.95	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24535"	-56.85	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24536"	-56.75	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24537"	-56.65	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24538"	-56.55	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24539"	-56.45	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24540"	-56.35	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24541"	-56.25	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24542"	-56.15	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24543"	-56.05	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24544"	-55.95	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24545"	-55.85	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24546"	-55.75	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24547"	-55.65	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24548"	-55.55	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24549"	-55.45	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24550"	-55.35	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24551"	-55.25	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24552"	-55.15	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24553"	-55.05	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24554"	-54.95	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24555"	-54.85	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24556"	-54.75	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24557"	-54.65	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24558"	-54.55	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24559"	-54.45	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24560"	-54.35	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24561"	-54.25	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24562"	-54.15	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24563"	-54.05	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24564"	-53.95	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24565"	-53.85	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24566"	-53.75	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24567"	-53.65	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24568"	-53.55	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24569"	-53.45	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24570"	-53.35	-7.55	0	1	0	0	0	0	0	0	0	0	0	0
"24571"	-77.05	-7.65	0	0	0	0	0	0	1	0	0	0	0	0
"24572"	-76.95	-7.65	0	0	0	0	0	0	1	0	0	0	0	0
"24573"	-76.85	-7.65	0	0	0	0	0	0	1	0	0	0	0	0
"24574"	-76.75	-7.65	0	0	0	0	0	0	1	0	0	0	0	0
"24575"	-76.65	-7.65	0	0	0	0	0	0	1	0	0	0	0	0
"24576"	-76.55	-7.65	0	0	0	0	0	0	1	1	0	0	0	0
"24577"	-76.45	-7.65	0	0	0	0	0	0	0	1	0	0	0	0
"24578"	-76.35	-7.65	0	0	1	0	0	0	0	1	0	0	0	0
"24579"	-76.25	-7.65	0	1	1	0	0	0	0	1	0	0	0	0
"24580"	-76.15	-7.65	0	1	1	0	0	0	0	1	0	0	0	0
"24581"	-76.05	-7.65	0	1	1	0	0	0	0	1	0	0	0	0
"24582"	-75.95	-7.65	0	1	1	0	0	0	0	0	0	0	0	0
"24583"	-75.85	-7.65	0	1	1	0	0	0	0	0	0	0	0	0
"24584"	-75.75	-7.65	0	1	1	0	0	0	0	0	0	0	0	0
"24585"	-75.65	-7.65	0	1	1	0	0	0	0	0	0	0	0	0
"24586"	-75.55	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24587"	-75.45	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24588"	-75.35	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24589"	-75.25	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24590"	-75.15	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24591"	-75.05	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24592"	-74.95	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24593"	-74.85	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24594"	-74.75	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24595"	-74.65	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24596"	-74.55	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24597"	-74.45	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24598"	-74.35	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24599"	-74.25	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24600"	-74.15	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24601"	-74.05	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24602"	-73.95	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24603"	-73.85	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24604"	-73.75	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24605"	-73.65	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24606"	-73.55	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24607"	-73.45	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24608"	-73.35	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24609"	-73.25	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24610"	-73.15	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24611"	-73.05	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24612"	-72.95	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24613"	-72.85	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24614"	-72.75	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24615"	-72.65	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24616"	-72.55	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24617"	-72.45	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24618"	-72.35	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24619"	-72.25	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24620"	-72.15	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24621"	-72.05	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24622"	-71.95	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24623"	-71.85	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24624"	-71.75	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24625"	-71.65	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24626"	-71.55	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24627"	-71.45	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24628"	-71.35	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24629"	-71.25	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24630"	-71.15	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24631"	-71.05	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24632"	-70.95	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24633"	-70.85	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24634"	-70.75	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24635"	-70.65	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24636"	-70.55	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24637"	-70.45	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24638"	-70.35	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24639"	-70.25	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24640"	-70.15	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24641"	-70.05	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24642"	-69.95	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24643"	-69.85	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24644"	-69.75	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24645"	-69.65	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24646"	-69.55	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24647"	-69.45	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24648"	-69.35	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24649"	-69.25	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24650"	-69.15	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24651"	-69.05	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24652"	-68.95	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24653"	-68.85	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24654"	-68.75	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24655"	-68.65	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24656"	-68.55	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24657"	-68.45	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24658"	-68.35	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24659"	-68.25	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24660"	-68.15	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24661"	-68.05	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24662"	-67.95	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24663"	-67.85	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24664"	-67.75	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24665"	-67.65	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24666"	-67.55	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24667"	-67.45	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24668"	-67.35	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24669"	-67.25	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24670"	-67.15	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24671"	-67.05	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24672"	-66.95	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24673"	-66.85	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24674"	-66.75	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24675"	-66.65	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24676"	-66.55	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24677"	-66.45	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24678"	-66.35	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24679"	-66.25	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24680"	-66.15	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24681"	-66.05	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24682"	-65.95	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24683"	-65.85	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24684"	-65.75	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24685"	-65.65	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24686"	-65.55	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24687"	-65.45	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24688"	-65.35	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24689"	-65.25	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24690"	-65.15	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24691"	-65.05	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24692"	-64.95	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24693"	-64.85	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24694"	-64.75	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24695"	-64.65	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24696"	-64.55	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24697"	-64.45	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24698"	-64.35	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24699"	-64.25	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24700"	-64.15	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24701"	-64.05	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24702"	-63.95	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24703"	-63.85	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24704"	-63.75	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24705"	-63.65	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24706"	-63.55	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24707"	-63.45	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24708"	-63.35	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24709"	-63.25	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24710"	-63.15	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24711"	-63.05	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24712"	-62.95	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24713"	-62.85	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24714"	-62.75	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24715"	-62.65	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24716"	-62.55	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24717"	-62.45	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24718"	-62.35	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24719"	-62.25	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24720"	-62.15	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
"24721"	-62.05	-7.65	0	1	0	0	0	0	0	0	0	0	0	0
